init_clonal,total_muts,stage,final_clonal,is_poly,starting_sample,n_APC,mix_frac
2,5178,Mucosa,0,True,F002,1,0.6
321,2741,Dysplasia,0,True,G6B,0,0.6
41,4181,Mucosa,0,True,G9,1,0.6
165,1852,Dysplasia,0,True,G61B,1,0.6
10,5286,Dysplasia,0,True,F002,1,0.6
28,1332,Mucosa,0,True,G69,0,0.6
7,2845,Dysplasia,0,True,A002C107,0,0.6
165,1705,Mucosa,0,True,G61B,1,0.6
626,3214,Mucosa,68,False,G3,0,0.6
28,2815,Mucosa,0,True,F098,0,0.6
2,5418,Dysplasia,0,True,F002,1,0.6
9,2619,Dysplasia,0,True,A002C107,0,0.6
61,3360,Dysplasia,3,True,F073B,0,0.6
68,2908,Mucosa,0,True,G31,0,0.6
25,2662,Dysplasia,0,True,F-26,0,0.6
12,2803,Dysplasia,0,True,A002C103,0,0.6
321,2693,Mucosa,0,True,G6B,0,0.6
6,5642,Dysplasia,0,True,F072B,0,0.6
141,4387,Dysplasia,0,True,F-6,0,0.6
28,1358,Mucosa,0,True,G69,0,0.6
5,1925,Dysplasia,0,True,A002C207,0,0.6
7,2614,Mucosa,0,True,A002C107,0,0.6
7,4121,Benign,0,True,A001C102,1,0.6
7,4190,Benign,0,True,A001C102,1,0.6
25,4220,Dysplasia,0,True,A002C019,1,0.6
61,2546,Mucosa,0,True,G63,0,0.6
52,4526,Mucosa,0,True,F076B,0,0.6
260,4516,Mucosa,10,True,A002C203,0,0.6
2,2355,Dysplasia,0,True,A002C207,0,0.6
78,2613,Dysplasia,0,True,A002C202,0,0.6
55,1456,Benign,0,True,G69,0,0.6
24,2736,Dysplasia,0,True,F008,1,0.6
92,7068,Dysplasia,0,True,G044,0,0.6
260,4811,Dysplasia,10,True,A002C203,0,0.6
627,3450,Benign,41,True,G3,0,0.6
24,3009,Dysplasia,0,True,F008,1,0.6
29,3772,Dysplasia,1,True,F092,0,0.6
12,1592,Mucosa,0,True,F-57,1,0.6
92,7737,Dysplasia,0,True,A002C204,0,0.6
37,1899,Benign,0,True,G38,1,0.6
15,3157,Dysplasia,0,True,A002C016,0,0.6
8,7711,Dysplasia,0,True,G025,0,0.6
7,2642,Mucosa,0,True,A002C107,0,0.6
7,2747,Mucosa,0,True,A002C103,0,0.6
60,2250,Mucosa,0,True,A001C004,1,0.6
6,5648,Mucosa,0,True,F072B,0,0.6
94,4241,Dysplasia,0,True,F-6,0,0.6
36,1673,Mucosa,0,True,G38,1,0.6
10,4642,Dysplasia,0,True,G043,1,0.6
6,5624,Dysplasia,0,True,F072B,0,0.6
17,3160,Mucosa,0,True,F063,0,0.6
25,2376,Mucosa,0,True,F-26,0,0.6
61,2725,Benign,0,True,G63,0,0.6
269,3379,Mucosa,0,True,G061,1,0.6
84,2660,Benign,0,True,G63,0,0.6
25,3724,Dysplasia,1,True,F092,0,0.6
17,3168,Mucosa,0,True,F063,0,0.6
11,4352,Benign,0,True,A001C102,1,0.6
17,3451,Dysplasia,0,True,F063,0,0.6
263,4523,Dysplasia,10,True,A002C203,0,0.6
10,4642,Dysplasia,0,True,G043,1,0.6
11,3379,Dysplasia,0,True,A002C016,0,0.6
626,3209,Mucosa,68,False,G3,0,0.6
212,4150,Dysplasia,0,True,F080B,0,0.6
5,1924,Dysplasia,0,True,A002C207,0,0.6
43,4404,Benign,0,True,G9,1,0.6
17,3150,Mucosa,0,True,F063,0,0.6
68,2872,Benign,0,True,G31,0,0.6
52,4523,Mucosa,0,True,F076B,0,0.6
11,3315,Dysplasia,0,True,A002C016,0,0.6
17,3162,Mucosa,0,True,F063,0,0.6
36,1675,Mucosa,0,True,G38,1,0.6
52,4541,Mucosa,0,True,F076B,0,0.6
61,2572,Benign,0,True,G63,0,0.6
43,3396,Mucosa,0,True,A014C001,1,0.6
2,5150,Mucosa,0,True,F002,1,0.6
2,2084,Dysplasia,0,True,A002C207,0,0.6
76,2559,Mucosa,0,True,A002C202,0,0.6
199,4871,Mucosa,0,True,G004,1,0.6
61,2839,Benign,0,True,G63,0,0.6
17,3152,Mucosa,0,True,F063,0,0.6
20,4503,Dysplasia,0,True,A002C019,1,0.6
106,6547,Dysplasia,0,True,F088B,1,0.6
60,2250,Mucosa,0,True,A001C004,1,0.6
32,4130,Mucosa,0,True,G051,0,0.6
43,3276,Mucosa,0,True,A014C001,1,0.6
40,3003,Dysplasia,0,True,F098,0,0.6
3,5573,Dysplasia,0,True,F007,0,0.6
61,3410,Dysplasia,3,True,F073B,0,0.6
61,2552,Mucosa,0,True,G63,0,0.6
61,2612,Mucosa,0,True,G63,0,0.6
321,3131,Mucosa,0,True,G6B,0,0.6
104,3476,Mucosa,0,True,A002C010,0,0.6
92,7737,Dysplasia,0,True,A002C204,0,0.6
263,4518,Dysplasia,10,True,A002C203,0,0.6
107,3524,Dysplasia,0,True,A002C010,0,0.6
24,2781,Dysplasia,0,True,F008,1,0.6
7,4166,Mucosa,0,True,A001C102,1,0.6
165,1688,Mucosa,0,True,G61B,1,0.6
8,7439,Mucosa,0,True,G025,0,0.6
25,2408,Mucosa,0,True,F-26,0,0.6
28,1332,Mucosa,0,True,G69,0,0.6
8,4550,Dysplasia,0,True,G043,1,0.6
269,3782,Dysplasia,0,True,G061,1,0.6
272,3365,Dysplasia,0,True,G061,1,0.6
12,3984,Dysplasia,0,True,F061,0,0.6
25,2384,Mucosa,0,True,F-26,0,0.6
20,4204,Mucosa,0,True,A002C019,1,0.6
