init_clonal,total_muts,stage,final_clonal,is_poly,starting_sample,n_APC,mix_frac
2,994,Mucosa,0,True,G61B,0,0.3
1,1697,Mucosa,0,True,G9,0,0.3
1,2016,Mucosa,0,True,F098,0,0.3
2,527,Mucosa,0,True,G69,0,0.3
5,4488,Dysplasia,0,True,F074B,0,0.3
2,1116,Mucosa,0,True,G31,0,0.3
2,3519,Mucosa,0,True,F074B,0,0.3
5,2336,Dysplasia,0,True,A002C116,1,0.3
5,4444,Mucosa,0,True,G004,1,0.3
0,4462,Mucosa,0,True,G004,2,0.3
2,1013,Mucosa,0,True,G6B,0,0.3
8,5023,Dysplasia,0,True,A002C204,0,0.3
3,3475,Dysplasia,0,True,F007,0,0.3
4,3785,Mucosa,0,True,F072B,0,0.3
0,5025,Dysplasia,0,True,A002C204,1,0.3
2,2478,Mucosa,0,True,A002C016,0,0.3
5,3988,Dysplasia,0,True,F007,0,0.3
1,3384,Mucosa,0,True,G061,1,0.3
3,3556,Mucosa,0,True,F002,1,0.3
37,5568,Dysplasia,0,True,F088B,1,0.3
2,2253,Mucosa,0,True,A002C202,0,0.3
10,1432,Dysplasia,0,True,G6B,0,0.3
10,3569,Benign,0,True,A001C102,1,0.3
4,5209,Mucosa,0,True,G005,0,0.3
5,5934,Dysplasia,0,True,A002C204,0,0.3
5,1895,Dysplasia,0,True,A002C103,0,0.3
68,3545,Dysplasia,0,True,G024,1,0.3
2,2375,Mucosa,0,True,A002C010,0,0.3
3,1356,Benign,0,True,G31,0,0.3
1,2903,Dysplasia,0,True,F073B,0,0.3
50,4017,Dysplasia,0,True,F061,0,0.3
2,3589,Mucosa,0,True,G043,1,0.3
5,3128,Dysplasia,0,True,F063,0,0.3
0,4945,Mucosa,0,True,A002C204,0,0.3
47,4332,Dysplasia,0,True,F074B,0,0.3
5,2622,Dysplasia,0,True,F-6,0,0.3
0,3572,Mucosa,0,True,G043,1,0.3
2,3131,Mucosa,0,True,G062,0,0.3
4,2299,Benign,0,True,G3,0,0.3
2,594,Benign,0,True,F-31,0,0.3
4,2862,Mucosa,0,True,A014C001,1,0.3
7,1209,Mucosa,0,True,G31,0,0.3
2,2864,Mucosa,0,True,A001C102,1,0.3
1,1643,Mucosa,0,True,A002C107,0,0.3
45,2646,Dysplasia,0,True,A002C103,0,0.3
2,501,Mucosa,0,True,F-31,0,0.3
5,3154,Dysplasia,0,True,G051,0,0.3
0,1079,Mucosa,0,True,G61B,0,0.3
6,1074,Dysplasia,0,True,A002C207,0,0.3
0,805,Mucosa,0,True,A002C207,0,0.3
4,2099,Dysplasia,0,True,F098,0,0.3
1,2329,Mucosa,0,True,A002C202,0,0.3
30,2252,Mucosa,0,True,A002C103,0,0.3
3,2936,Mucosa,0,True,F073B,0,0.3
2,2619,Mucosa,0,True,F037,1,0.3
3,903,Dysplasia,0,True,A001C004,0,0.3
7,3575,Mucosa,0,True,F002,1,0.3
10,2525,Benign,0,True,G3,0,0.3
6,2382,Dysplasia,0,True,A002C010,0,0.3
1,3134,Dysplasia,0,True,G062,0,0.3
0,4956,Dysplasia,0,True,G025,0,0.3
7,2406,Dysplasia,0,True,A002C010,0,0.3
3,2859,Dysplasia,0,True,F037,1,0.3
2,3591,Dysplasia,0,True,F074B,0,0.3
2,4954,Mucosa,0,True,G025,0,0.3
7,1031,Mucosa,0,True,F-26,0,0.3
10,1357,Mucosa,0,True,F-26,0,0.3
2,2867,Mucosa,0,True,A014C001,1,0.3
1,2870,Mucosa,0,True,A014C001,1,0.3
0,5112,Mucosa,0,True,G025,0,0.3
48,1018,Benign,0,True,G69,0,0.3
2,1177,Mucosa,0,True,G63,0,0.3
1,3204,Dysplasia,0,True,F092,0,0.3
2,1167,Benign,0,True,G31,0,0.3
30,3323,Dysplasia,0,True,A002C019,1,0.3
4,2999,Dysplasia,0,True,F073B,0,0.3
8,3555,Benign,0,True,A001C102,1,0.3
4,1773,Dysplasia,0,True,A002C103,0,0.3
2,4985,Mucosa,0,True,G025,0,0.3
5,1436,Benign,0,True,F-57,1,0.3
2,2743,Mucosa,0,True,G061,1,0.3
7,3131,Mucosa,0,True,G062,0,0.3
1,3538,Dysplasia,0,True,F073B,0,0.3
4,2545,Dysplasia,0,True,A002C010,0,0.3
30,1223,Benign,0,True,F-57,1,0.3
10,2129,Dysplasia,0,True,A002C103,0,0.3
2,2885,Dysplasia,0,True,A002C019,1,0.3
1,5113,Dysplasia,0,True,G004,1,0.3
2,2253,Mucosa,0,True,A002C202,0,0.3
4,3609,Dysplasia,0,True,A002C203,0,0.3
69,2800,Dysplasia,0,True,F098,0,0.3
0,2864,Mucosa,0,True,A002C019,2,0.3
4,1677,Benign,0,True,G9,0,0.3
1,2759,Dysplasia,0,True,G061,1,0.3
48,4367,Dysplasia,0,True,F002,1,0.3
46,2052,Benign,0,True,G31,0,0.3
1,2216,Mucosa,0,True,G3,0,0.3
1,2600,Dysplasia,0,True,F-6,0,0.3
5,1245,Benign,0,True,G31,0,0.3
1,1635,Mucosa,0,True,G61B,0,0.3
1,775,Mucosa,0,True,F-57,1,0.3
2,3482,Mucosa,0,True,F002,1,0.3
4,820,Mucosa,0,True,A001C004,0,0.3
0,3591,Mucosa,0,True,G043,1,0.3
68,5836,Dysplasia,0,True,G025,0,0.3
0,1662,Mucosa,0,True,A002C116,2,0.3
0,2316,Mucosa,0,True,A002C202,1,0.3
2,2712,Dysplasia,0,True,F037,1,0.3
0,1869,Mucosa,0,True,F-6,0,0.3
4,4913,Dysplasia,0,True,F088B,1,0.3
3,5209,Dysplasia,0,True,G025,0,0.3
0,2886,Mucosa,0,True,A001C102,1,0.3
0,3646,Mucosa,0,True,F076B,0,0.3
1,3608,Mucosa,0,True,F074B,0,0.3
4,3623,Dysplasia,0,True,A002C203,0,0.3
1,3677,Dysplasia,0,True,G043,1,0.3
4,3510,Dysplasia,0,True,F080B,0,0.3
0,1601,Mucosa,0,True,A002C116,1,0.3
30,3323,Dysplasia,0,True,A002C019,1,0.3
0,3117,Dysplasia,0,True,F061,0,0.3
3,1067,Mucosa,0,True,F-26,0,0.3
0,1191,Mucosa,0,True,G6B,0,0.3
3,3937,Dysplasia,0,True,F072B,0,0.3
0,941,Mucosa,0,True,F-26,0,0.3
5,2862,Dysplasia,0,True,A002C019,1,0.3
2,3473,Mucosa,0,True,F080B,0,0.3
5,2151,Benign,0,True,G63,0,0.3
1,3058,Dysplasia,0,True,A002C010,0,0.3
3,2453,Mucosa,0,True,A002C010,0,0.3
0,631,Mucosa,0,True,A001C004,0,0.3
7,5027,Mucosa,0,True,G025,0,0.3
1,1122,Mucosa,0,True,G6B,0,0.3
1,1109,Mucosa,0,True,G6B,0,0.3
2,906,Dysplasia,0,True,A002C207,0,0.3
11,1063,Dysplasia,0,True,A001C004,0,0.3
5,2386,Dysplasia,0,True,A002C010,0,0.3
1,1747,Mucosa,0,True,G6B,0,0.3
5,4444,Mucosa,0,True,G004,1,0.3
1,3204,Dysplasia,0,True,F092,0,0.3
5,1559,Dysplasia,0,True,A002C207,0,0.3
0,3569,Dysplasia,0,True,A002C203,0,0.3
5,2527,Dysplasia,0,True,G051,0,0.3
4,3888,Dysplasia,0,True,F072B,0,0.3
66,2674,Dysplasia,0,True,F008,1,0.3
1,1413,Benign,0,True,F-57,1,0.3
7,3591,Dysplasia,0,True,F074B,0,0.3
5,1493,Benign,0,True,F-31,0,0.3
5,2839,Mucosa,0,True,A014C001,1,0.3
0,3041,Mucosa,0,True,G062,0,0.3
2,2324,Mucosa,0,True,A002C010,0,0.3
3,3556,Mucosa,0,True,F002,1,0.3
0,3427,Dysplasia,0,True,F080B,0,0.3
8,1632,Dysplasia,0,True,A002C107,0,0.3
2,2564,Mucosa,0,True,F092,0,0.3
1,3343,Mucosa,0,True,F007,0,0.3
3,1676,Mucosa,0,True,A002C107,0,0.3
2,5276,Mucosa,0,True,G044,0,0.3
5,2715,Mucosa,0,True,G061,1,0.3
45,5877,Mucosa,0,True,A002C204,0,0.3
5,1257,Benign,0,True,F-31,0,0.3
2,1761,Mucosa,0,True,A002C103,0,0.3
48,1018,Benign,0,True,G69,0,0.3
4,871,Benign,0,True,F-57,1,0.3
0,1768,Benign,0,True,G9,0,0.3
10,2890,Dysplasia,0,True,F092,0,0.3
2,3620,Mucosa,0,True,G043,1,0.3
4,1034,Dysplasia,0,True,A002C207,0,0.3
68,3942,Dysplasia,0,True,G062,0,0.3
45,6056,Dysplasia,0,True,G005,0,0.3
0,1869,Mucosa,0,True,F-6,0,0.3
1,3513,Dysplasia,0,True,A002C019,1,0.3
1,3772,Dysplasia,0,True,G062,0,0.3
0,2510,Mucosa,0,True,A002C016,1,0.3
4,2663,Mucosa,0,True,F092,0,0.3
2,3188,Dysplasia,0,True,F061,0,0.3
3,3743,Dysplasia,0,True,F076B,0,0.3
2,2885,Dysplasia,0,True,A002C019,1,0.3
2,2233,Mucosa,0,True,A002C202,0,0.3
3,4851,Dysplasia,0,True,F088B,1,0.3
45,2482,Dysplasia,0,True,A002C107,0,0.3
0,523,Mucosa,0,True,F-31,0,0.3
1,2900,Dysplasia,0,True,F073B,0,0.3
1,5030,Mucosa,0,True,G025,0,0.3
3,4995,Dysplasia,0,True,F088B,1,0.3
3,5050,Dysplasia,0,True,G025,0,0.3
5,6176,Dysplasia,0,True,G044,0,0.3
32,2411,Dysplasia,0,True,F-6,0,0.3
3,2041,Dysplasia,0,True,F008,1,0.3
5,3563,Dysplasia,0,True,F074B,0,0.3
5,1873,Benign,0,True,G31,0,0.3
0,498,Mucosa,0,True,G69,0,0.3
5,966,Mucosa,0,True,G61B,0,0.3
0,583,Benign,0,True,F-31,1,0.3
3,5458,Dysplasia,0,True,G044,0,0.3
7,3561,Dysplasia,0,True,F076B,0,0.3
5,2345,Benign,0,True,G9,0,0.3
5,1493,Benign,0,True,F-31,0,0.3
