init_clonal,total_muts,stage,final_clonal,is_poly,starting_sample,n_APC,mix_frac
774,5033,Mucosa,176,False,F076B,0,0.75
448,3384,Mucosa,2,True,A014C001,1,0.75
136,2639,Dysplasia,0,True,A002C116,1,0.75
190,3616,Dysplasia,0,True,F063,0,0.75
500,5018,Dysplasia,0,True,F-6,0,0.75
133,3373,Dysplasia,0,True,F037,1,0.75
1005,3081,Mucosa,83,False,G6B,0,0.75
316,3204,Mucosa,0,True,G63,0,0.75
250,3076,Dysplasia,0,True,A001C004,1,0.75
63,3111,Dysplasia,0,True,A002C107,0,0.75
1047,7404,Dysplasia,71,False,G044,0,0.75
63,3112,Dysplasia,0,True,A002C107,0,0.75
1203,4296,Mucosa,386,False,F080B,0,0.75
1212,3883,Benign,960,False,G3,0,0.75
310,3226,Dysplasia,0,True,F098,0,0.75
148,2106,Benign,0,True,F-57,1,0.75
957,3781,Dysplasia,578,False,G061,1,0.75
250,3044,Dysplasia,0,True,A001C004,1,0.75
316,3190,Benign,0,True,G63,0,0.75
133,3373,Dysplasia,0,True,F037,1,0.75
151,4280,Mucosa,1,True,F061,0,0.75
199,2372,Mucosa,0,True,G38,1,0.75
154,4684,Mucosa,3,True,G043,1,0.75
136,2641,Dysplasia,0,True,A002C116,1,0.75
198,3926,Mucosa,0,True,F092,0,0.75
103,5705,Dysplasia,0,True,F007,0,0.75
386,7885,Dysplasia,0,True,G025,0,0.75
1047,7404,Dysplasia,71,False,G044,0,0.75
420,3019,Mucosa,4,True,F008,1,0.75
244,3613,Benign,0,True,G31,0,0.75
500,5018,Dysplasia,0,True,F-6,0,0.75
199,2376,Benign,0,True,G38,1,0.75
310,3217,Mucosa,0,True,F098,0,0.75
220,4593,Dysplasia,0,True,A002C019,1,0.75
1005,3154,Mucosa,60,True,G6B,0,0.75
110,7623,Mucosa,0,True,G062,0,0.75
316,3227,Benign,0,True,G63,0,0.75
218,4594,Dysplasia,0,True,A002C019,1,0.75
1047,7435,Dysplasia,71,False,G044,0,0.75
64,4660,Benign,0,True,A001C102,1,0.75
110,7648,Dysplasia,0,True,G062,0,0.75
169,1992,Benign,0,True,G69,0,0.75
218,4592,Mucosa,0,True,A002C019,1,0.75
777,5071,Dysplasia,176,False,F076B,0,0.75
122,1879,Benign,0,True,F-31,0,0.75
953,6014,Dysplasia,0,True,G005,0,0.75
165,5775,Dysplasia,2,True,F072B,0,0.75
165,5776,Dysplasia,2,True,F072B,0,0.75
955,6986,Dysplasia,85,False,F088B,1,0.75
500,5105,Dysplasia,0,True,F-6,0,0.75
154,4680,Mucosa,3,True,G043,1,0.75
957,3781,Dysplasia,578,False,G061,1,0.75
54,5490,Dysplasia,0,True,F002,1,0.75
690,5624,Dysplasia,14,True,F074B,0,0.75
199,2371,Mucosa,0,True,G38,1,0.75
535,2060,Mucosa,88,False,G61B,1,0.75
103,5705,Mucosa,0,True,F007,0,0.75
190,3623,Dysplasia,0,True,F063,0,0.75
62,3297,Dysplasia,0,True,A002C107,0,0.75
110,7625,Dysplasia,0,True,G062,0,0.75
1643,4687,Dysplasia,1319,False,A002C203,0,0.75
100,2074,Mucosa,0,True,F-57,1,0.75
190,3623,Dysplasia,0,True,F063,0,0.75
957,3818,Mucosa,578,False,G061,1,0.75
122,1886,Benign,0,True,F-31,0,0.75
133,3454,Dysplasia,0,True,F037,1,0.75
100,2262,Benign,0,True,F-57,1,0.75
863,2681,Mucosa,411,False,A002C202,0,0.75
198,3097,Dysplasia,0,True,F-26,0,0.75
151,4365,Dysplasia,1,True,F061,0,0.75
500,5023,Dysplasia,0,True,F-6,0,0.75
953,6011,Dysplasia,0,True,G005,0,0.75
388,7893,Dysplasia,0,True,G025,0,0.75
100,2077,Benign,0,True,F-57,1,0.75
220,4603,Dysplasia,0,True,A002C019,1,0.75
190,3625,Dysplasia,0,True,F063,0,0.75
1639,4773,Dysplasia,1250,False,A002C203,0,0.75
535,1973,Dysplasia,115,False,G61B,1,0.75
448,3571,Mucosa,2,True,A014C001,1,0.75
165,5787,Dysplasia,2,True,F072B,0,0.75
1203,4290,Mucosa,386,False,F080B,0,0.75
54,5490,Dysplasia,0,True,F002,1,0.75
1471,4962,Dysplasia,211,False,G004,1,0.75
1471,4963,Mucosa,211,False,G004,1,0.75
883,3477,Mucosa,266,False,F073B,0,0.75
863,2685,Dysplasia,416,False,A002C202,0,0.75
953,6014,Mucosa,0,True,G005,0,0.75
62,3108,Mucosa,0,True,A002C107,0,0.75
774,5030,Dysplasia,176,False,F076B,0,0.75
110,7617,Dysplasia,0,True,G062,0,0.75
189,4721,Dysplasia,0,True,G051,0,0.75
64,4657,Benign,0,True,A001C102,1,0.75
386,7885,Dysplasia,0,True,G025,0,0.75
216,4957,Benign,0,True,G9,1,0.75
63,3111,Dysplasia,0,True,A002C107,0,0.75
151,4284,Dysplasia,1,True,F061,0,0.75
133,3372,Dysplasia,0,True,F037,1,0.75
198,3097,Dysplasia,0,True,F-26,0,0.75
955,6976,Mucosa,85,False,F088B,1,0.75
227,3473,Dysplasia,2,True,A002C016,0,0.75
220,4595,Dysplasia,0,True,A002C019,1,0.75
169,1907,Benign,0,True,G69,0,0.75
